main_topic,sub_topic,C,utterance,question,option1,option2,option3,option4,answer,answer_index,length_no_space
대학생활,MT에서의 웃픈 에피소드,170,"지난번 학과 MT에서 조별 게임 시간이 있었는데, 제가 속한 조가 갑자기 장기자랑을 하게 됐어요. 준비도 안 되어 있었지만, 급하게 친구들과 모여서 어릴 때 배운 율동을 기억해내며 춤을 췄죠. 그런데 음악이 중간에 끊기는 해프닝이 있어서 잠시 모두 멈췄다가 웃으면서 다시 이어갔어요. 그 덕분에 우리 조가 예상치 못하게 큰 박수를 받았고, 다들 그 순간을 오래 기억하자며 사진도 많이 찍었답니다.",MT에서 발화자가 속한 조가 갑자기 하게 된 활동은 무엇이었나요?,잘 모르겠음,요리 대회,장기자랑,퀴즈 대회,장기자랑,3,165
대학생활,MT에서의 웃픈 에피소드,170,"신입생 MT에서 조별 장기자랑 준비를 하다가 갑자기 조원 한 명이 춤을 출 줄 안다고 자신 있게 나섰어요. 모두 기대했는데, 막상 음악이 나오자 갑자기 긴장해서 로봇처럼 몸이 굳어버렸죠. 그래도 분위기를 살리려고 다 같이 박수를 치며 따라 췄더니, 그 친구도 점점 긴장이 풀려서 결국 끝에는 모두 웃으며 무대를 마칠 수 있었어요. 그 덕분에 우리 조는 단합도 더 잘 되고, 이후에도 쭉 친하게 지내고 있어요.",MT에서 장기자랑 도중에 춤추던 조원이 처음에 어떻게 반응했나요?,잘 모르겠음,춤을 완벽하게 췄다,갑자기 로봇처럼 몸이 굳었다,음악이 나와도 아무런 반응이 없었다,갑자기 로봇처럼 몸이 굳었다,3,167
대학생활,같은 동아리 친구와의 우정 이야기,170,"동아리 방에서 갑자기 내 생일을 기억해준 수진이가 조그만 케이크를 준비해왔던 날이 떠오른다. 평소에 말이 많지 않은 친구라 그런 이벤트는 상상도 못했는데, 촛불을 켜면서 쑥스럽게 웃는 모습이 정말 고마웠다. 그날 우리는 늦게까지 남아 서로의 고민도 나누고, 앞으로 하고 싶은 일에 대해 진지하게 이야기했다. 그 순간부터 수진이와 더 가까워진 느낌이 들어 지금도 그날을 소중하게 기억한다.",동아리 친구 수진이가 내 생일에 해준 일은 무엇이었나요?,잘 모르겠음,생일 카드 써주기,조그만 케이크 준비해오기,책 선물해주기,조그만 케이크 준비해오기,3,164
대학생활,같은 동아리 친구와의 우정 이야기,170,며칠 전 동아리방에서 예진이와 늦게까지 남아 다음 공연 준비를 같이 했다. 둘 다 피곤했지만 내가 기타 코드에서 자꾸 헷갈리자 예진이가 웃으며 직접 손을 잡고 코드를 하나하나 짚어줬다. 그러다 우리가 서로 좋아하는 노래를 찾아 틀어주며 이야기꽃을 피웠다. 예진이가 어릴 적 꿈이 음악 선생님이었다는 걸 그날 처음 알았다. 이렇게 서로의 이야기를 듣다 보니 동아리 덕분에 좋은 친구를 만났다는 사실이 새삼 고마웠다.,동아리방에서 예진이가 나를 도와준 방법은 무엇이었나?,잘 모르겠음,내가 헷갈리는 기타 코드를 직접 손을 잡고 짚어줬다,노래를 같이 부르며 연습했다,연주를 영상으로 찍어서 보여줬다,내가 헷갈리는 기타 코드를 직접 손을 잡고 짚어줬다,2,173
대학생활,같은 동아리 친구와의 우정 이야기,170,"며칠 전 동아리에서 준비하던 발표가 끝난 뒤, 준호와 늦게까지 교내 카페에서 이야기를 나눴다. 처음 만났을 땐 말수가 적어서 어색했지만, 동아리 과제를 같이 준비하면서 점점 가까워졌다. 특히 내가 힘들어할 때 준호가 먼저 말을 걸어주고 도와줬던 게 아직도 기억난다. 이날도 서로 실수담을 털어놓으면서 한참을 웃었고, 다음엔 여행도 함께 가자며 약속했다.",동아리 친구 준호와 발화자가 함께 한 활동으로 올바른 것은?,잘 모르겠음,여행을 다녀왔다,발표 준비를 함께 했다,운동 경기를 같이 했다,여행을 다녀왔다,2,150
대학생활,같은 동아리 친구와의 우정 이야기,170,"최근에 동아리에서 주최한 작은 음악회를 준비하면서 수진이와 더욱 가까워졌다. 둘이서 늦은 밤까지 기타 연습도 하고, 무대 장식도 손수 만들며 여러 번 웃고 실수도 했다. 연습이 끝나고는 학교 앞 분식집에서 떡볶이도 먹으며 서로의 고민을 털어놓았다. 공연 날 무대에서 함께 연주할 때 수진이와 눈을 마주쳤는데, 그 순간 서로에게 힘이 된다는 걸 느꼈다. 이 경험 덕분에 수진이와 우정이 한층 더 깊어진 것 같다.",동아리 활동 중 수진이와 함께 준비한 행사와 관련된 경험으로 알 수 없는 것은?,잘 모르겠음,둘이서 무대 장식을 만들었다.,공연 후 분식집에서 떡볶이를 먹었다.,연주 도중 서로 눈을 마주쳤다.,공연 후 분식집에서 떡볶이를 먹었다.,3,170
대학생활,새내기 시절의 당황스러웠던 순간,170,"처음 대학에 입학하고 며칠 후, 동기들과 점심을 먹으러 식당에 갔는데 주문 방법이 익숙하지 않아 당황했던 기억이 아직도 선명하다. 번호표를 먼저 뽑아야 하는지도 몰랐고, 메뉴 이름도 생소해서 한참을 메뉴판 앞에서 망설였다. 결국 뒤에 서 있던 친구가 도와줘서 무사히 주문을 마칠 수 있었고, 그때부터는 식당 이용이 한결 수월해졌다.",발화자가 대학 식당에서 처음 당황했던 이유로 알맞은 것은 무엇인가요?,잘 모르겠음,번호표 뽑는 법과 메뉴 이름이 익숙하지 않아서,식당이 너무 멀어서,음식이 입에 맞지 않아서,번호표 뽑는 법과 메뉴 이름이 익숙하지 않아서,2,140
대학생활,새내기 시절의 당황스러웠던 순간,170,"수업 끝나고 급하게 강의실을 나서다가 복도에서 선배님을 우연히 만났는데, 그분이 저에게 갑자기 동아리 회식 이야기를 하시며 참석 여부를 물으셨어요. 너무 당황해서 이름조차 제대로 말하지 못하고 고개만 끄덕였던 기억이 아직도 선명해요. 나중에 친구들이랑 그 선배님을 다시 만났을 때, 저는 그때의 어색한 분위기를 떠올리며 괜히 혼자 얼굴이 빨개졌어요.",발화자가 복도에서 우연히 만난 선배님이 물어본 것은 무엇이었나요?,잘 모르겠음,오늘 점심 메뉴,동아리 회식 참석 여부,과제 제출 기한,동아리 회식 참석 여부,3,150
대학생활,새내기 시절의 당황스러웠던 순간,170,"입학한 지 얼마 되지 않았을 때, 동아리 홍보 부스가 쭉 늘어선 복도를 지나가다가 선배 한 분이 갑자기 저를 붙잡고 동아리 지원서를 써달라고 하셨어요. 순간 너무 당황해서 이름이랑 학번을 적다가, 학과를 적는 칸에 습관처럼 고등학교 반 이름을 써버렸어요. 선배가 웃으면서 알려줘서 뒤늦게 정정했는데, 그때 얼굴이 빨개져서 한동안 계속 그 생각만 났던 기억이 나요.",동아리 지원서를 작성할 때 내가 실수로 학과 대신 쓴 것은 무엇이었나요?,잘 모르겠음,학번,고등학교 반 이름,휴대폰 번호,고등학교 반 이름,3,152
대학생활,새내기 시절의 당황스러웠던 순간,170,"첫 학기 동아리 모임에서 모두 자기소개를 하는 시간이 있었는데, 앞사람들이 다들 유쾌하게 농담을 섞어서 분위기를 띄우는 모습을 보고 저도 뭔가 재밌는 말을 해야 할 것 같아서 갑자기 고등학교 때 있었던 엉뚱한 실수를 얘기했어요. 그런데 생각보다 다들 조용해져서, 순간 어색한 침묵이 흘렀고, 저는 그때 너무 당황해서 얼굴이 빨개졌던 기억이 아직도 생생해요.",동아리 첫 모임에서 화자가 당황하게 된 직접적인 이유는 무엇이었나요?,잘 모르겠음,자기소개에서 자신의 이름을 잊어버렸기 때문,자신의 실수담을 말했는데 반응이 조용해서,다른 사람의 이야기를 듣지 않아서,자신의 실수담을 말했는데 반응이 조용해서,3,150
대학생활,하루 종일 도서관에서 공부한 날,170,"도서관에서 긴 시간 집중해서 공부한 건 오랜만이었다. 창가 자리에 앉아있으니 햇살이 쏟아져 들어와 오후가 되어도 졸음이 덜 왔다. 점심은 미리 싸온 샌드위치를 먹었는데, 주변이 조용해서 먹는 소리가 괜히 크게 느껴졌다. 중간에 잠깐 산책도 하고, 커피 자판기에서 따뜻한 아메리카노를 뽑아 마셨다. 해가 질 무렵까지 문제집을 풀고, 집에 돌아오는 길에는 뿌듯함이 느껴졌다.",내가 도서관에서 공부하는 동안 점심으로 먹은 음식은 무엇이었나요?,잘 모르겠음,샌드위치,김밥,컵라면,샌드위치,2,158
대학생활,하루 종일 도서관에서 공부한 날,170,"도서관에서 하루를 보내기로 마음먹은 건 과제가 갑자기 몰려서였다. 점심엔 김밥 한 줄로 간단히 때우고, 오후에는 집중이 떨어질 때마다 물을 조금씩 마시며 졸음을 이겨냈다. 창가에 앉았더니 햇살이 따뜻하게 비쳐서 잠깐 눈을 감기도 했다. 저녁 무렵엔 옆자리 친구가 가져온 초콜릿을 나눠줘서, 덕분에 당이 보충되어 다시 힘을 낼 수 있었다. 집에 돌아갈 땐 뿌듯함과 피곤함이 동시에 밀려왔다.",발화 속에서 화자는 오후에 집중이 떨어질 때 어떻게 했나요?,잘 모르겠음,음악을 들었다,물을 조금씩 마셨다,밖을 산책했다,물을 조금씩 마셨다,3,164
대학생활,하루 종일 도서관에서 공부한 날,170,"도서관에 들어서자마자 창가 자리에 앉아 노트북과 책을 펼쳤다. 점심때쯤엔 김밥 한 줄로 허기를 달랬고, 오후엔 졸음을 쫓으려고 커피를 두 잔이나 마셨다. 저녁이 가까워질수록 집중력이 흐려졌지만, 옆자리에 앉은 친구와 짧게 대화한 뒤 다시 힘을 내어 계획했던 진도를 끝까지 마칠 수 있었다. 집에 돌아오니 생각보다 더 뿌듯했다.",화자는 도서관에서 오후에 졸음을 쫓기 위해 무엇을 했나요?,잘 모르겠음,창문을 열었다,커피를 마셨다,잠시 산책을 했다,커피를 마셨다,3,138
대학생활,하루 종일 도서관에서 공부한 날,170,"도서관 창가 자리에 앉아 오전부터 저녁까지 거의 꼼짝 않고 공부만 했다. 점심은 미리 싸 온 김밥으로 간단히 해결했고, 중간에 친구가 갑자기 찾아와 커피를 사 주고 갔다. 창밖으로 해가 지는 걸 바라보며 잠깐 멍하니 있었는데, 오랜만에 집중한 하루라 그런지 머리는 무거웠지만 뿌듯함이 컸다. 집에 돌아올 때는 지하철에서 깜빡 졸기도 했다.",도서관에서 공부하던 중 친구가 해 준 행동은 무엇이었나요?,잘 모르겠음,김밥을 나눠 먹었다,커피를 사 주고 갔다,책을 빌려줬다,커피를 사 주고 갔다,3,141
대학생활,학교 축제에서의 기억에 남는 경험,170,"며칠 전 교내 축제에서 친구들과 함께 부스를 운영했던 일이 떠오른다. 직접 만든 쿠키를 판매했는데, 예상외로 손님이 많아서 재료가 빨리 떨어졌다. 특히 비가 갑자기 쏟아졌을 때, 우산을 나눠주며 기다리던 손님들과 잠깐 이야기를 나눈 시간이 가장 기억에 남는다. 다들 비를 피하며 쿠키를 먹으며 웃었던 그 순간이 축제의 하이라이트였다.",발화자가 축제에서 가장 기억에 남는 순간은 무엇이었나요?,잘 모르겠음,쿠키를 만들었던 순간,비가 올 때 손님들과 우산을 나누며 이야기를 나눈 순간,축제 무대 공연을 봤던 순간,비가 올 때 손님들과 우산을 나누며 이야기를 나눈 순간,3,141
대학생활,학교 축제에서의 기억에 남는 경험,170,"며칠 전, 친구들과 함께 교내 축제에서 열린 노래자랑 대회에 참가했다. 준비한 곡을 연습하며 긴장했지만, 무대 위에서 친구들과 함께 노래를 부르니 관객들의 환호와 박수 소리에 긴장이 풀렸다. 특히 무대가 끝난 후, 예상치 못하게 동아리 선배들이 꽃다발을 건네주며 응원을 해줘서 정말 감동적이었다. 그날 찍은 사진들을 보며 다시 떠올리니 아직도 마음이 벅차오른다.",노래자랑 대회가 끝난 후에 발화자가 받은 특별한 응원은 무엇이었나요?,잘 모르겠음,선배들이 간식을 사줌,동아리 선배들이 꽃다발을 건네줌,관객들이 함께 무대에 올라옴,동아리 선배들이 꽃다발을 건네줌,3,154
대학생활,학교 축제에서의 기억에 남는 경험,170,"친구들과 함께 캠퍼스 중앙 잔디밭에서 열린 봄 축제에 참석했던 날이 아직도 생생하다. 우연히 진행된 노래자랑에 친구가 갑자기 내 이름을 적어 참가하게 됐는데, 처음엔 무척 당황했지만 무대에 올라가자 생각보다 긴장이 풀렸다. 예상치 못하게 관중들이 박수를 쳐줘서 즐겁게 노래를 마칠 수 있었고, 이후 학교 식당에서 참가자들에게 무료로 제공된 쿠키와 음료를 나눠 먹으며 한참을 웃었던 기억이 난다.",발화자가 학교 축제에서 노래자랑에 참가하게 된 계기는 무엇이었나요?,잘 모르겠음,직접 지원해서,친구가 이름을 적어서,선생님이 추천해서,친구가 이름을 적어서,3,167
대학생활,학교 축제에서의 기억에 남는 경험,170,"친구들과 함께 교내 축제에 갔을 때, 우연히 복면가왕 노래 대회에 참가하게 된 일이 정말 기억에 남는다. 처음엔 망설였지만, 친구들이 응원해줘서 무대에 올라가게 되었다. 마스크를 쓰고 노래를 부르는데 예상외로 많은 학생들이 박수와 환호를 보내줬다. 노래가 끝난 후 무대를 내려오니 모르는 선배가 다가와 노래 정말 잘 들었다며 음료수를 건네줬고, 그 덕분에 용기가 생겨 이후로도 학교 행사에 더 적극적으로 참여하게 됐다.",발화에서 무대가 끝난 후 화자가 받은 선물은 무엇이었나요?,잘 모르겠음,과자,음료수,꽃다발,음료수,3,177
대학생활,동아리 활동 중 가장 재밌었던 순간,170,"지난 학기 동아리에서 직접 기획한 보드게임 대회를 열었던 날이 아직도 생생하다. 친구들과 팀을 짜서 밤늦게까지 전략을 짜고, 예상치 못한 반전이 나올 때마다 모두가 웃음바다가 되었다. 특히 마지막 라운드에서 내가 예상치 못한 카드 한 장으로 승부를 뒤집었을 때, 동아리 선배들이 놀라서 박수를 쳐줬던 기억이 정말 특별했다. 그날 이후로 동아리방에 모이면 다들 그때의 명장면을 얘기하며 다시 한 번 게임을 하자는 얘기가 끊이지 않는다.",발화자가 동아리 활동 중 가장 기억에 남는 순간은 무엇이었나요?,잘 모르겠음,동아리에서 여행을 갔던 날,보드게임 대회를 기획하고 참가해 반전으로 승리했던 날,음악 공연을 했던 날,보드게임 대회를 기획하고 참가해 반전으로 승리했던 날,3,182
대학생활,동아리 활동 중 가장 재밌었던 순간,170,"지난번 동아리에서 야외 합숙을 갔던 기억이 아직도 생생하다. 평소에는 진지하게 토론만 하다가, 그날은 밤에 모두 모여서 모닥불을 피우고 각자 준비한 장기자랑을 했다. 나는 평소에 잘 부르지 않던 트로트 노래를 불러서 예상치 못한 환호를 받았고, 옆에 있던 선배가 갑자기 기타로 반주를 해줘서 분위기가 한층 더 무르익었다. 다들 서로의 새로운 모습을 보면서 웃음이 끊이질 않았다.",동아리 합숙에서 발화자가 예상치 못한 환호를 받게 된 계기는 무엇이었나요?,잘 모르겠음,모닥불을 피웠기 때문,트로트 노래를 불렀기 때문,기타로 반주를 했기 때문,트로트 노래를 불렀기 때문,3,159
대학생활,동아리 활동 중 가장 재밌었던 순간,170,"몇 주 전 동아리에서 MT를 갔을 때, 밤에 모두가 둘러앉아 각자 특기를 뽐내는 시간이 정말 재미있었다. 나는 즉석에서 마술을 보여줬고, 평소 조용하던 선배가 갑자기 랩을 하는 모습에 다들 배꼽을 잡고 웃었다. 그날 밤 늦게까지 이어진 게임과 이야기 덕분에 동아리 친구들과 한층 더 가까워질 수 있었다.",동아리 MT에서 평소 조용하던 선배가 즉석에서 보여준 것은 무엇이었나요?,잘 모르겠음,마술,랩,노래,랩,3,125
대학생활,동아리 활동 중 가장 재밌었던 순간,170,"도서관에서 우연히 만난 동아리 친구들과 즉흥적으로 근처 공원에서 피크닉을 하기로 결정했던 날이 아직도 기억에 남아요. 각자 간식과 음료를 조금씩 챙겨와서 돗자리를 깔고 앉아 이야기를 나누다 보니 어느새 해가 지고 있었죠. 평소에는 잘 알지 못했던 선배의 엉뚱한 유머에 다 같이 웃기도 하고, 갑자기 비가 쏟아져 모두 달려서 대피하는 바람에 더 특별하게 느껴졌던 순간이었어요.",발화자가 동아리 친구들과 즉흥적으로 결정한 활동은 무엇이었나요?,잘 모르겠음,도서관에서 영화 보기,공원에서 피크닉,카페에서 공부 모임,공원에서 피크닉,3,158
대학생활,신입생으로써 첫 학기를 진행하면서 느낀 점,170,"대학교 첫 학기가 시작되자 처음에는 모든 게 낯설고 어색해서 강의실을 잘못 찾아가기도 하고, 동기들에게 먼저 말을 거는 게 쉽지 않았다. 하지만 동아리에서 친해진 친구들과 점점 많은 시간을 보내다 보니, 점심을 함께 먹거나 도서관에서 같이 공부하는 시간이 소중하게 느껴졌다. 특히 조별과제를 하면서 서로를 도우며 자연스럽게 가까워질 수 있었다. 이렇게 새로운 환경에서 적응하는 게 생각보다 어렵지만, 조금씩 익숙해지는 나 자신을 발견할 때마다 뿌듯함을 느꼈다.",신입생이 학교생활에 적응하는 데 도움이 된 가장 큰 계기는 무엇이었나요?,잘 모르겠음,도서관에서 혼자 공부한 경험,동아리 친구들과의 교류,강의실을 잘못 찾아간 일,동아리 친구들과의 교류,3,196
대학생활,신입생으로써 첫 학기를 진행하면서 느낀 점,170,"도서관에서 처음 팀 프로젝트를 준비했던 기억이 생생하다. 조별과제를 위해 모인 자리였지만, 모두 서로 어색해서 처음엔 대화가 거의 없었다. 나도 긴장했지만, 용기 내서 각자 전공을 묻고 공통 관심사를 찾으려고 노력했다. 그때부터 조금씩 분위기가 풀리기 시작했고, 팀원들과 계획을 세우며 협력하는 과정이 생각보다 즐거웠다. 그 경험 덕분에 친구도 사귀고, 자신감도 얻었다. 앞으로도 이런 협업이 많았으면 좋겠다.",발화자가 조별과제 팀원들과 어색한 분위기를 풀기 위해 시도한 것은 무엇이었나요?,잘 모르겠음,각자 좋아하는 음식을 추천했다,각자 전공을 물으며 공통 관심사를 찾으려 했다,조용히 각자 할 일을 했다,각자 전공을 물으며 공통 관심사를 찾으려 했다,3,177
대학생활,신입생으로써 첫 학기를 진행하면서 느낀 점,170,"처음 대학교에 입학해서 강의실을 찾아다니는 일이 생각보다 쉽지 않았다. 특히 건물 이름이 헷갈려서 두 번이나 잘못된 강의실에 들어간 적이 있었다. 덕분에 같은 과 친구와 우연히 마주쳐서 함께 다니게 되었고, 모르는 부분을 서로 알려주며 자연스럽게 가까워졌다. 또 동아리 박람회에 참여해 처음 만난 사람들과 얘기를 나누면서 다양한 활동에 대한 정보를 얻을 수 있었다. 첫 학기는 긴장도 많았지만 새로운 인연과 경험이 생겨 의미 있었다.",내가 강의실을 잘못 찾아간 경험 덕분에 얻게 된 긍정적인 결과는 무엇이었나요?,잘 모르겠음,교수님을 만났다,과 친구와 친해졌다,좋은 점수를 받았다,과 친구와 친해졌다,3,182
대학생활,신입생으로써 첫 학기를 진행하면서 느낀 점,170,"캠퍼스에 처음 발을 들였을 때 낯선 환경에 많이 긴장했지만, 같은 과 동기들과 조별 과제를 하면서 금세 가까워질 수 있었다. 특히 동아리 박람회에서 우연히 만난 선배가 학교 생활에 대해 여러 조언을 해줘서 큰 도움이 됐다. 여전히 강의실을 찾아다닐 때는 헤매지만, 점점 익숙해지는 내 모습에 뿌듯함을 느끼고 있다.",발화자의 대학 생활 적응에 가장 큰 도움이 된 것은 무엇이었나요?,잘 모르겠음,강의실을 찾아다니는 경험,동아리 박람회에서 만난 선배의 조언,조별 과제에서 동기들과 가까워진 것,동아리 박람회에서 만난 선배의 조언,3,130
대학생활,졸업논문 작성 과정에서 겪었던 어려움,170,"며칠 전부터 졸업논문 결론 부분을 작성하는 데 계속 막혀서 답답했다. 자료 조사를 충분히 했다고 생각했지만, 막상 내 주장과 근거를 연결하려니 생각보다 논리 전개가 어색하게 느껴졌다. 지도 교수님께 피드백을 받으니, 내 논지 흐름이 중간에 끊긴다는 지적을 들었다. 결국 나는 논문 전체 구조를 다시 점검하고, 결론 부분의 주요 논지를 한 번 더 정리해보았다. 시간이 더 걸렸지만, 다듬고 나니 이전보다 훨씬 명확해진 느낌이었다.",발화자가 졸업논문 결론을 잘 쓰기 위해 가장 먼저 한 행동은 무엇인가요?,잘 모르겠음,지도 교수님께 피드백을 요청했다.,논문 전체 구조를 다시 점검했다.,자료 조사를 새로 시작했다.,지도 교수님께 피드백을 요청했다.,2,180
대학생활,졸업논문 작성 과정에서 겪었던 어려움,170,"며칠 전부터 졸업논문 마지막 장을 쓰고 있는데, 참고문헌 정리가 생각보다 훨씬 어려웠다. 논문마다 양식이 조금씩 달라서 일일이 확인하고 수정하는 데 예상보다 시간이 많이 걸렸다. 특히 어떤 논문은 저자명이 두 명 이상이라 표기법을 자꾸 헷갈렸다. 지도교수님께서도 참고문헌 오류가 많으면 논문 심사에서 불이익을 받을 수 있다고 하셔서, 더 신경이 쓰였다. 결국 인터넷에서 다양한 참고문헌 예시를 찾아보고, 친구와 서로 검토해 주면서 겨우 오류를 줄일 수 있었다.",작성자가 졸업논문을 마무리하면서 특히 어려움을 느꼈던 부분은 무엇이었나요?,잘 모르겠음,실험 결과 정리,참고문헌 표기와 정리,주제 선정,참고문헌 표기와 정리,3,195
대학생활,졸업논문 작성 과정에서 겪었던 어려움,170,"졸업논문을 쓰면서 자료조사가 생각보다 훨씬 힘들다는 걸 실감했다. 원하는 논문을 찾으려고 도서관과 온라인 데이터베이스를 계속 오가야 했고, 한 번은 찾았던 논문이 유료라서 친구에게 도움을 청하기도 했다. 그리고 초안 피드백을 받았을 때는 예상보다 수정할 부분이 많아서 잠깐 자신감이 떨어지기도 했다. 하지만 지도교수님이 작은 진전에도 격려해주셔서 다시 힘을 내서 완성할 수 있었다.",발화자가 논문 자료를 찾다가 겪은 문제는 무엇이었나요?,잘 모르겠음,자료가 모두 영어로 되어 있어서,유료 논문이 있어서 친구의 도움을 받음,도서관이 문을 닫아서 자료를 못 구함,유료 논문이 있어서 친구의 도움을 받음,3,164
대학생활,졸업논문 작성 과정에서 겪었던 어려움,170,"며칠 전부터 졸업논문 마지막 장을 쓰고 있는데, 결론 부분에서 생각이 잘 정리되지 않아 한참을 모니터 앞에 앉아 있었다. 여러 자료를 참고해도 내 의견을 어떻게 녹여낼지 막막했다. 지도교수님께 메일로 질문을 드렸더니, 너무 어렵게만 쓰려고 하지 말고 내 경험을 바탕으로 솔직하게 풀어보라는 답장이 왔다. 그 조언 덕분에 한 문장씩 차근차근 써 내려갈 수 있었다.",발화자가 졸업논문 결론 부분을 작성하면서 가장 큰 어려움을 느꼈던 점은 무엇이었나요?,잘 모르겠음,자료를 찾지 못한 것,의견을 어떻게 녹여낼지 몰랐던 것,문법 실수 때문에 고생한 것,의견을 어떻게 녹여낼지 몰랐던 것,3,151
대학생활,첫 야간 도서관에서의 공부 경험,170,"며칠 전 처음으로 도서관에서 밤늦게까지 공부를 해보았다. 평소엔 집에서만 공부했지만 과제 마감이 코앞이라 어쩔 수 없이 도서관에 남았다. 창밖으로는 조용히 비가 내렸고, 주변엔 같은 처지의 학생들이 띄엄띄엄 앉아 있었다. 새벽 2시쯤 커피 자판기에서 따뜻한 커피를 뽑아 잠시 쉬었는데, 그때 같은 수업을 듣는 친구를 우연히 마주쳐 서로의 고생을 위로하며 잠깐 이야기를 나눴다. 피곤했지만, 혼자가 아니라는 느낌에 조금은 힘이 났다.","도서관에서 공부하던 중 잠시 휴식을 취할 때, 발화자는 무엇을 하였는가?",잘 모르겠음,창밖을 바라보며 음악을 들었다,자판기에서 커피를 뽑았다,친구와 도서관을 떠났다,자판기에서 커피를 뽑았다,3,184
대학생활,첫 야간 도서관에서의 공부 경험,170,"늦은 밤, 캠퍼스 도서관에서 처음으로 혼자 남아 공부했다. 창밖에 비가 부슬부슬 내리고 있어서 조용한 분위기가 더 깊게 느껴졌다. 책상 위에 커피 한 잔을 올려두고, 친구가 빌려준 형광펜으로 강의 노트를 정리했다. 평소보다 집중이 잘 돼서 계획했던 것보다 더 많은 양을 끝낼 수 있었다. 새벽 2시쯤 되자 같은 과 후배가 갑자기 나타나서 같이 간식을 나눠 먹기도 했다. 이런 색다른 경험 덕분에 공부에 대한 자신감도 조금은 생긴 것 같다.","도서관에서 공부하던 중, 내가 책상 위에 올려둔 것은 무엇이었나?",잘 모르겠음,핸드폰,커피,과자,커피,3,180
대학생활,첫 야간 도서관에서의 공부 경험,170,"한밤중이 가까워질 무렵 처음으로 도서관에서 공부를 해봤다. 평소엔 저녁이 되면 집에 가기 바빴는데, 오늘은 과제 마감이 코앞이라 도서관 불빛 아래에서 자리를 잡았다. 처음엔 조용한 분위기에 집중이 잘 될까 걱정했지만, 주변에서 각자 공부에 몰두하는 모습이 오히려 자극이 되었다. 졸릴 때마다 창밖을 바라보며 잠깐씩 쉬었고, 커피 한 잔으로 버텼더니 새벽까지 꽤 많은 분량을 끝낼 수 있었다.",발화자가 야간 도서관에서 공부할 때 졸릴 때 한 행동은 무엇이었나요?,잘 모르겠음,다른 사람과 대화를 했다,창밖을 바라보며 잠깐씩 쉬었다,음악을 들었다,창밖을 바라보며 잠깐씩 쉬었다,3,165
대학생활,첫 야간 도서관에서의 공부 경험,170,"도서관이 평소보다 늦게까지 열리는 날이라 처음으로 야간 자습을 해보았다. 평소와 달리 조용한 분위기 속에서 노트북 타자 소리만 들려 집중이 더 잘됐다. 덕분에 미뤄두었던 전공 과제도 거의 끝낼 수 있었고, 간식으로 챙겨온 초콜릿도 밤에 먹으니 유난히 맛있었다. 늦은 시간에 나올 때는 같은 과 동기가 우연히 함께 나가자고 해서 집까지 같이 걸었는데, 덕분에 귀가길도 심심하지 않았다.",발화자가 야간 도서관에서 공부할 때 간식으로 먹은 것은 무엇이었나요?,잘 모르겠음,초콜릿,샌드위치,귤,초콜릿,2,161
대학생활,최애 과목과 그 이유,170,"이번 학기에는 다양한 과목을 들었지만 그중에서도 사회심리학 수업이 가장 기억에 남는다. 교수님께서 실제 사례를 바탕으로 강의해 주셔서 이론이 쉽게 와 닿았고, 팀 프로젝트를 하면서 조원들과 자연스럽게 친해질 수 있었다. 특히 마지막 발표를 준비할 때는 서로 역할을 나누고 자료를 찾아보며 협력하는 과정이 재미있었다. 이 수업 덕분에 평소 내성적인 내가 조원들과 더 가까워질 수 있었고, 심리학에 대한 흥미도 더욱 커졌다.",내가 이번 학기에 가장 기억에 남는 과목은 무엇이었나요?,잘 모르겠음,현대문학,사회심리학,통계학,사회심리학,3,178
대학생활,최애 과목과 그 이유,170,"요즘 내가 가장 기다려지는 수업은 심리학 개론이다. 처음엔 교양으로 신청했는데, 교수님께서 다양한 실험 사례를 이야기해 주셔서 너무 흥미롭게 듣게 됐다. 지난주에는 직접 간단한 기억력 실험도 해보고, 조별로 결과를 발표하는 시간이 있었다. 평소에는 잘 몰랐던 친구들의 독특한 사고방식이나 감정 표현도 알게 돼서, 매주 수업이 끝나면 새로운 시각을 얻는 기분이다.",내가 최근 가장 흥미롭게 듣는 과목에서 지난주에 조별로 진행한 활동은 무엇이었나?,잘 모르겠음,심리학 논문 읽기,기억력 실험 결과 발표,독서 토론,심리학 논문 읽기,2,155
대학생활,최애 과목과 그 이유,170,"친구들과 점심을 먹고 난 뒤 들었던 문예창작 수업이 기억에 남는다. 교수님이 매번 흥미로운 글쓰기 과제를 내주셔서 내 생각을 자유롭게 표현할 수 있었다. 특히 지난주에는 소설의 결말을 새롭게 바꿔보라는 과제가 나왔는데, 내 상상력을 마음껏 펼칠 수 있어서 정말 재미있었다. 수업이 끝나고 조별로 서로의 작품을 읽고 의견을 나누는 시간도 유익했다. 그래서 문예창작 수업이 내 대학생활에서 가장 기다려지는 과목이 되었다.",화자가 문예창작 수업에서 인상 깊었던 과제는 무엇이었나요?,잘 모르겠음,소설의 배경 묘사하기,소설의 결말을 새롭게 바꿔보기,시를 쓰기,소설의 결말을 새롭게 바꿔보기,3,177
